trnsx id;account_id;user_id;account_kind;date;random uhrzeit;day;transaction;reference;External account number; balance ;
100166;2006;1003;current account; 2024-08-14 13:15;13:15:57;Mi;-89.32;Restaurant Two and a half burgers;DE99 3130 8425 4363 5546 99;-45.59;
100165;2006;1003;current account; 2024-08-12 00:46;00:46:13;Mo;-1200.00;monthly rent;DE99 2269 3205 5026 695 99;43.73;
100164;2006;1003;current account; 2024-08-09 08:37;08:37:47;Fr;-368.55;Electronics Media Market;DE99 8528 3845 7957 751 99;1243.73;
100163;2006;1003;current account; 2024-08-08 08:46;08:46:10;Do;-500.73;Electronics Media Market;DE99 7855 2353 6525 3157 99;1612.28;
100162;2006;1003;current account; 2024-08-07 05:07;19:01:59;Mi;-235.94;cinema xtraMovie;DE99 8041 1019 4955 7081 99;2113.01;
100161;2006;1003;current account; 2024-08-07 02:07;15:54:39;Mi;-420.13;Bundesliga annual ticket;DE99 5493 5280 3398 4574 99;2348.95;
100160;2006;1003;current account; 2024-08-06 23:07;23:07:40;Di;-353.40;Electronics Media Market;DE99 4826 3306 5495 8913 99;2769.08;
100159;2006;1003;current account; 2024-08-05 04:50;04:50:41;Mo;-120.00;savings plan;;3122.48;
100158;2006;1003;current account; 2024-08-02 21:48;21:48:06;Fr;15.23;Thank you for the coffee;DE99 5497 755 7469 8004 99;3242.48;
100157;2006;1003;current account; 2024-08-01 06:34;06:34:45;Do;-17.37;snack'n'Coffee;DE99 7977 5414 9734 9009 99;3227.25;
100156;2006;1003;current account; 2024-07-31 13:19;11:02:57;Mi;-113.46;supermarket depitpayment;DE99 1796 8780 1206 5519 99;3244.62;
100155;2006;1003;current account; 2024-07-31 10:19;07:37:18;Mi;-150.72;How I met your schnitzel;DE99 231 4372 7752 5595 99;3358.08;
100154;2006;1003;current account; 2024-07-31 07:19;21:29:03;Mi;-45.95;supermarket depitpayment;DE99 5257 9088 6723 474 99;3508.8;
100153;2006;1003;current account; 2024-07-31 04:19;19:36:05;Mi;-176.23;Restaurant Two and a half burgers;DE99 5401 5057 405 5232 99;3554.74;
100152;2006;1003;current account; 2024-07-31 01:19;19:55:41;Mi;-191.84;LIDDL lohnt sich supermarket;DE99 7930 6997 684 6948 99;3730.97;
100151;2006;1003;current account; 2024-07-30 22:19;16:08:52;Di;-58.57;cinema xtraMovie;DE99 412 5903 6192 9645 99;3922.81;
100150;2006;1003;current account; 2024-07-30 19:19;02:55:40;Di;-180.97;LIDDL lohnt sich supermarket;DE99 3912 8712 1291 8650 99;3981.38;
100149;2006;1003;current account; 2024-07-30 16:19;16:19:50;Di;83.33;tax return;DE99 3744 362 2932 826 99;4162.35;
100148;2006;1003;current account; 2024-07-29 12:36;12:14:26;Mo;-219.42;ARMAZONE prime order;DE99 4353 3181 7481 6308 99;4079.01;
100147;2006;1003;current account; 2024-07-29 09:36;09:45:29;Mo;-10.89;snack'n'Coffee;DE99 486 7208 7121 7748 99;4298.43;
100146;2006;1003;current account; 2024-07-29 06:36;01:05:04;Mo;-371.93;Electronics Media Market;DE99 4569 7366 7694 349 99;4309.32;
100145;2006;1003;current account; 2024-07-29 03:36;10:18:13;Mo;-19.49;goggle play in app purchase;DE99 2475 9705 2671 691 99;4681.25;
100144;2006;1003;current account; 2024-07-29 00:36;00:36:41;Mo;-65.87;ARMAZONE prime order;DE99 712 1111 5212 5624 99;4700.74;
100143;2006;1003;current account; 2024-07-26 01:25;01:25:02;Fr;-394.27;Electronics Media Market;DE99 3250 5187 552 825 99;4766.62;
100142;2006;1003;current account; 2024-07-25 14:17;14:17:02;Do;-263.19;Restaurant Two and a half burgers;DE99 9386 1651 1139 2073 99;5160.88;
100141;2006;1003;current account; 2024-07-22 13:18;13:18:44;Mo;3255.25;salary coolCompany;DE99 7997 2804 1912 6000 99;5424.07;
100140;2006;1003;current account; 2024-07-17 02:06;02:06:46;Mi;-482.35;MONTHLY BALANCING CREDIT CARD;;2168.82;
100139;2006;1003;current account; 2024-07-16 22:41;22:41:47;Di;26.91;Museum ticket;DE99 4583 8958 2876 5728 99;2651.16;
100138;2006;1003;current account; 2024-07-15 13:57;01:23:41;Mo;-129.00;house of the golden Burger;DE99 9785 1395 5161 4989 99;2624.25;
100137;2006;1003;current account; 2024-07-15 10:57;13:58:08;Mo;11.26;ebayy's customer service;DE99 5913 7437 2340 8462 99;2753.25;
100136;2006;1003;current account; 2024-07-15 07:57;05:47:43;Mo;85.37;ticket reimbursement;DE99 8039 732 489 1620 99;2741.98;
100135;2006;1003;current account; 2024-07-15 04:57;05:13:38;Mo;11.81;For the kebab yesterday;DE99 9406 7870 5412 9508 99;2656.62;
100134;2006;1003;current account; 2024-07-15 01:57;01:57:33;Mo;-465.60;Bundesliga annual ticket;DE99 2402 585 8076 1265 99;2644.81;
100133;2006;1003;current account; 2024-07-12 16:06;16:06:10;Fr;-191.72;LIDDL lohnt sich supermarket;DE99 1553 6958 4016 2177 99;3110.41;
100132;2006;1003;current account; 2024-07-11 04:55;04:55:02;Do;43.51;moneyCollector: your friends reached your goal;DE99 3522 9481 3346 7565 99;3302.14;
100131;2006;1003;current account; 2024-07-10 05:06;05:06:50;Mi;-120.00;savings plan;;3258.63;
100130;2006;1003;current account; 2024-07-09 17:58;17:58:29;Di;-311.31;monthly rent;DE99 6680 8857 7719 4727 99;3378.63;
100129;2006;1003;current account; 2024-07-08 09:17;03:56:07;Mo;105.84;ticket reimbursement;DE99 3278 7796 9929 8457 99;3689.94;
100128;2006;1003;current account; 2024-07-08 06:17;06:17:17;Mo;18.00;For the kebab yesterday;DE99 6395 146 8119 8110 99;3584.1;
100127;2006;1003;current account; 2024-07-05 00:00;;Fr;;;;3566.1;
100408;2007;1003;credit card; 2024-08-28 09:00;09:00:34;Mi;-17.96;snack'n'Coffee;;-537.13;
100407;2007;1003;credit card; 2024-08-27 13:43;13:43:46;Di;-9.43;snack'n'Coffee;;-519.17;
100406;2007;1003;credit card; 2024-08-26 10:04;10:04:13;Mo;-44.75;ARMAZONE prime order;;-509.74;
100405;2007;1003;credit card; 2024-08-24 02:42;00:50:21;Sa;-54.50;Night club MiCasa;;-464.99;
100404;2007;1003;credit card; 2024-08-23 23:42;17:06:32;Fr;-16.21;Coders Coffeehouse;;-410.49;
100403;2007;1003;credit card; 2024-08-23 20:42;20:42:25;Fr;-58.59;Restaurant hungry;;-394.28;
100402;2007;1003;credit card; 2024-08-22 18:51;18:51:41;Do;-53.17;How I met your schnitzel;;-335.69;
100401;2007;1003;credit card; 2024-08-21 01:09;01:09:27;Mi;-7.90;Fast n Food;;-282.52;
100400;2007;1003;credit card; 2024-08-20 05:14;05:14:38;Di;-24.25;goggle play in app purchase;;-274.62;
100399;2007;1003;credit card; 2024-08-16 11:01;11:01:27;Fr;-63.61;house of the golden Burger;;-250.37;
100398;2007;1003;credit card; 2024-08-14 07:50;13:17:01;Mi;-55.82;LIDDL lohnt sich supermarket;;-186.75;
100397;2007;1003;credit card; 2024-08-14 04:50;04:24:09;Mi;-22.03;Nextslix streaming subscription;;-130.93;
100396;2007;1003;credit card; 2024-08-14 01:50;12:00:36;Mi;-67.77;Night club MiCasa;;-108.91;
100395;2007;1003;credit card; 2024-08-13 22:50;22:50:13;Di;-41.14;supermarket depitpayment;;-41.14;
100394;2007;1003;credit card; 2024-08-09 07:57;07:57:29;Fr;427.71;MONTHLY BALANCING;;0;
100393;2007;1003;credit card; 2024-08-07 22:44;22:44:50;Mi;-57.30;supermarket depitpayment;;-427.71;
100392;2007;1003;credit card; 2024-08-05 20:48;20:48:18;Mo;-4.08;Coders Coffeehouse;;-370.41;
100391;2007;1003;credit card; 2024-08-01 17:13;17:13:37;Do;-27.84;Fast n Food;;-366.33;
100390;2007;1003;credit card; 2024-07-31 11:50;11:50:08;Mi;-25.37;Nextslix streaming subscription;;-338.49;
100389;2007;1003;credit card; 2024-07-30 01:11;12:36:55;Di;-24.74;goggle play in app purchase;;-313.12;
100388;2007;1003;credit card; 2024-07-29 22:11;01:18:30;Mo;-33.32;Coders Coffeehouse;;-288.38;
100387;2007;1003;credit card; 2024-07-29 19:11;04:59:28;Mo;-61.55;Restaurant hungry;;-255.06;
100386;2007;1003;credit card; 2024-07-29 16:11;08:59:41;Mo;-44.66;Restaurant hungry;;-193.51;
100385;2007;1003;credit card; 2024-07-29 13:11;13:11:25;Mo;-15.45;Fast n Food;;-148.85;
100384;2007;1003;credit card; 2024-07-25 09:30;09:30:57;Do;-66.72;ARMAZONE prime order;;-133.4;
100383;2007;1003;credit card; 2024-07-23 06:36;06:36:43;Di;-11.15;goggle play in app purchase;;-66.68;
100382;2007;1003;credit card; 2024-07-17 15:41;15:41:03;Mi;-55.53;Night club MiCasa;;-55.53;
100381;2007;1003;credit card; 2024-07-16 02:33;02:33:19;Di;482.35;MONTHLY BALANCING;;0;
100380;2007;1003;credit card; 2024-07-15 16:23;05:28:27;Mo;-28.46;Fast n Foodious;;-482.35;
100379;2007;1003;credit card; 2024-07-15 13:23;22:46:43;Mo;-32.95;goggle play in app purchase;;-453.89;
100378;2007;1003;credit card; 2024-07-15 10:23;17:07:44;Mo;-55.54;supermarket depitpayment;;-420.93;
100377;2007;1003;credit card; 2024-07-15 07:23;04:56:14;Mo;-40.97;LIDDL lohnt sich supermarket;;-365.39;
100376;2007;1003;credit card; 2024-07-15 04:23;04:23:42;Mo;-68.30;supermarket depitpayment;;-324.42;
100375;2007;1003;credit card; 2024-07-12 13:22;13:22:47;Fr;-9.77;ALDii market;;-256.13;
100374;2007;1003;credit card; 2024-07-10 22:26;22:26:54;Mi;-48.49;How I met your schnitzel;;-246.36;
100373;2007;1003;credit card; 2024-07-09 10:48;10:48:30;Di;-24.54;Coders Coffeehouse;;-197.87;
100372;2007;1003;credit card; 2024-07-08 18:15;03:22:00;Mo;-55.72;ARMAZONE prime order;;-173.33;
100371;2007;1003;credit card; 2024-07-08 15:15;15:15:29;Mo;-61.17;LIDDL lohnt sich supermarket;;-117.61;
100370;2007;1003;credit card; 2024-07-05 00:00;;Fr;;;;-56.44;
100250;2008;1004;current account; 2024-09-12 22:27;22:27:58;Do;136.48;moneyCollector: your friends reached your goal;DE99 8727 4874 6369 3539 99;1868.34;
100249;2008;1004;current account; 2024-09-11 12:15;12:15:12;Mi;-319.78;ARMAZONE prime order;DE99 3901 2711 918 5043 99;1731.86;
100248;2008;1004;current account; 2024-09-10 04:15;04:15:15;Di;147.90;tax return;DE99 7224 370 4288 9707 99;2051.64;
100247;2008;1004;current account; 2024-09-09 23:36;23:36:42;Mo;-1200.00;monthly rent;DE99 8700 6355 1780 2434 99;1903.74;
100246;2008;1004;current account; 2024-09-06 01:41;12:07:25;Fr;-69.06;LIDDL lohnt sich supermarket;DE99 8298 4035 3256 5293 99;3103.74;
100245;2008;1004;current account; 2024-09-05 22:41;14:06:33;Do;-180.56;supermarket depitpayment;DE99 1482 3770 1547 7913 99;3172.8;
100244;2008;1004;current account; 2024-09-05 19:41;07:59:30;Do;268.99;tax return;DE99 4258 2801 4822 7371 99;3353.36;
100243;2008;1004;current account; 2024-09-05 16:41;21:47:42;Do;-397.24;Electronics Media Market;DE99 6591 5959 5414 4021 99;3084.37;
100242;2008;1004;current account; 2024-09-05 13:41;12:01:04;Do;246.74;MyPart of the Rent;DE99 9333 3000 7982 1482 99;3481.6;
100241;2008;1004;current account; 2024-09-05 10:41;13:37:54;Do;115.76;tax return;DE99 875 991 3505 8308 99;3234.86;
100240;2008;1004;current account; 2024-09-05 07:41;07:41:38;Do;164.20;tax return;DE99 2841 4013 8925 5898 99;3119.1;
100239;2008;1004;current account; 2024-09-04 22:36;22:36:47;Mi;14.42;TaxiMoney - thanks;DE99 1003 5760 7616 433 99;2954.9;
100238;2008;1004;current account; 2024-09-03 10:10;10:10:23;Di;244.87;ticket reimbursement;DE99 4721 6167 7744 7436 99;2940.48;
100237;2008;1004;current account; 2024-09-02 19:57;19:57:46;Mo;149.01;MyPart of the Rent;DE99 5732 5470 8246 4046 99;2695.6;
100236;2008;1004;current account; 2024-08-29 16:02;16:02:52;Do;-191.28;ARMAZONE prime order;DE99 8260 6213 8687 5824 99;2546.59;
100235;2008;1004;current account; 2024-08-27 07:18;02:53:28;Di;-122.71;LIDDL lohnt sich supermarket;DE99 8334 2358 5086 4606 99;2737.87;
100234;2008;1004;current account; 2024-08-27 04:18;11:40:20;Di;-65.59;Night club MiCasa;DE99 866 6951 844 347 99;2860.58;
100233;2008;1004;current account; 2024-08-27 01:18;21:18:17;Di;-125.92;supermarket depitpayment;DE99 2764 4423 4397 3614 99;2926.17;
100232;2008;1004;current account; 2024-08-26 22:18;22:18:13;Mo;-169.19;supermarket depitpayment;DE99 5061 8243 2884 4469 99;3052.09;
100231;2008;1004;current account; 2024-08-22 05:58;05:58:06;Do;2500.00;salary coolCompany;DE99 8047 3749 763 7160 99;3221.28;
100230;2008;1004;current account; 2024-08-20 20:35;20:35:08;Di;-262.70;MONTHLY BALANCING CREDIT CARD;;721.28;
100229;2008;1004;current account; 2024-08-16 15:16;15:16:48;Fr;238.69;tax return;DE99 1144 9133 5566 3960 99;983.98;
100228;2008;1004;current account; 2024-08-14 20:21;20:21:06;Mi;-320.41;ARMAZONE prime order;DE99 4641 8131 1452 8249 99;745.29;
100227;2008;1004;current account; 2024-08-12 16:27;16:27:14;Mo;-1200.00;monthly rent;DE99 566 2276 9294 2081 99;1065.7;
100226;2008;1004;current account; 2024-08-09 13:50;13:50:12;Fr;190.64;ticket reimbursement;DE99 6914 2982 2227 1668 99;2265.7;
100225;2008;1004;current account; 2024-08-08 15:08;15:08:04;Do;233.86;ticket reimbursement;DE99 3521 7602 4113 1350 99;2075.06;
100224;2008;1004;current account; 2024-08-07 07:02;20:57:40;Mi;-160.26;Night club MiCasa;DE99 8327 2203 2883 9872 99;1841.2;
100223;2008;1004;current account; 2024-08-07 04:02;16:50:32;Mi;75.60;moneyCollector: your friends reached your goal;DE99 5350 6158 9254 6893 99;2001.46;
100222;2008;1004;current account; 2024-08-07 01:02;01:02:24;Mi;-332.70;Electronics Media Market;DE99 8993 845 9246 8644 99;1925.86;
100221;2008;1004;current account; 2024-08-06 12:28;12:28:00;Di;166.03;MyPart of the Rent;DE99 7290 8050 8324 7820 99;2258.56;
100220;2008;1004;current account; 2024-08-05 16:41;16:41:56;Mo;178.80;ticket reimbursement;DE99 4022 145 7309 3704 99;2092.53;
100219;2008;1004;current account; 2024-08-02 09:21;09:21:47;Fr;327.31;MyPart of the Rent;DE99 2723 4325 6016 4600 99;1913.73;
100218;2008;1004;current account; 2024-08-01 04:02;22:48:14;Do;-336.09;DIY store;DE99 6998 3840 6582 7127 99;1586.42;
100217;2008;1004;current account; 2024-08-01 01:02;14:18:56;Do;-0.22;Fast n Foodious;DE99 9045 2505 4422 3492 99;1922.51;
100216;2008;1004;current account; 2024-07-31 22:02;19:33:06;Mi;91.91;ticket reimbursement;DE99 1944 8353 820 2819 99;1922.73;
100215;2008;1004;current account; 2024-07-31 19:02;13:55:53;Mi;216.26;ticket reimbursement;DE99 2549 1575 5808 4145 99;1830.82;
100214;2008;1004;current account; 2024-07-31 16:02;06:26:01;Mi;-157.33;house of the golden Burger;DE99 9812 2221 592 2710 99;1614.56;
100213;2008;1004;current account; 2024-07-31 13:02;23:41:18;Mi;-291.20;Restaurant Two and a half burgers;DE99 498 7654 6466 6737 99;1771.89;
100212;2008;1004;current account; 2024-07-31 10:02;22:39:04;Mi;-141.88;supermarket depitpayment;DE99 4179 8492 3030 6802 99;2063.08;
100211;2008;1004;current account; 2024-07-31 07:02;07:02:48;Mi;-259.79;LIDDL lohnt sich supermarket;DE99 1687 7154 852 402 99;2204.96;
100210;2008;1004;current account; 2024-07-30 10:55;07:54:48;Di;305.66;moneyCollector: your friends reached your goal;DE99 3008 7742 5828 1154 99;2464.76;
100209;2008;1004;current account; 2024-07-30 07:55;10:23:05;Di;238.26;moneyCollector: your friends reached your goal;DE99 267 899 2997 1091 99;2159.1;
100208;2008;1004;current account; 2024-07-30 04:55;12:17:15;Di;-331.27;Hotel MaMere Paris;DE99 5496 511 7170 4436 99;1920.84;
100207;2008;1004;current account; 2024-07-30 01:55;08:36:54;Di;33.45;ebayy's customer service;DE99 1305 2773 9368 7482 99;2252.11;
100206;2008;1004;current account; 2024-07-29 22:55;22:55:58;Mo;306.98;moneyCollector: your friends reached your goal;DE99 868 2433 7033 2815 99;2218.67;
100205;2008;1004;current account; 2024-07-26 15:50;15:50:32;Fr;252.25;MyPart of the Rent;DE99 1163 1758 2018 2677 99;1911.69;
100204;2008;1004;current account; 2024-07-25 12:43;12:43:35;Do;-266.09;supermarket depitpayment;DE99 8461 1234 1125 4624 99;1659.44;
100203;2008;1004;current account; 2024-07-22 04:56;04:56:46;Mo;2500.00;salary coolCompany;DE99 8948 2072 7060 6122 99;1925.52;
100202;2008;1004;current account; 2024-07-17 17:30;17:30:19;Mi;-353.51;MONTHLY BALANCING CREDIT CARD;;-574.48;
100201;2008;1004;current account; 2024-07-16 03:31;03:31:31;Di;-128.39;How I met your schnitzel;DE99 1659 9590 8795 1486 99;-220.97;
100200;2008;1004;current account; 2024-07-15 23:59;09:06:04;Mo;-279.15;supermarket depitpayment;DE99 7555 8229 1431 1752 99;-92.58;
100199;2008;1004;current account; 2024-07-15 20:59;16:57:54;Mo;-318.97;Restaurant Two and a half burgers;DE99 9948 9677 1982 2471 99;186.57;
100198;2008;1004;current account; 2024-07-15 17:59;19:37:07;Mo;-365.73;Apples Stores say thank you;DE99 5277 5304 2136 3561 99;505.54;
100197;2008;1004;current account; 2024-07-15 14:59;14:14:36;Mo;65.15;moneyCollector: your friends reached your goal;DE99 1562 4260 6377 5385 99;871.26;
100196;2008;1004;current account; 2024-07-15 11:59;11:59:56;Mo;-252.47;Restaurant hungry;DE99 909 741 1530 9035 99;806.11;
100195;2008;1004;current account; 2024-07-12 22:12;22:12:13;Fr;-14.07;snack'n'Coffee;DE99 1778 6066 6944 4605 99;1058.59;
100194;2008;1004;current account; 2024-07-11 06:17;06:17:03;Do;-254.30;supermarket depitpayment;DE99 4533 2213 2147 5495 99;1072.65;
100193;2008;1004;current account; 2024-07-10 03:15;03:15:03;Mi;-96.07;Restaurant Two and a half burgers;DE99 4600 1813 3642 5645 99;1326.95;
100192;2008;1004;current account; 2024-07-09 18:59;18:59:59;Di;154.61;monthly rent;DE99 2267 9029 2348 1610 99;1423.02;
100191;2008;1004;current account; 2024-07-08 23:54;00:18:28;Mo;-149.64;ARMAZONE prime order;DE99 9806 6694 780 5886 99;1268.42;
100190;2008;1004;current account; 2024-07-08 20:54;20:54:30;Mo;173.25;moneyCollector: your friends reached your goal;DE99 3134 8695 2385 6342 99;1418.06;
100189;2008;1004;current account; 2024-07-05 00:00;;Fr;;;;1244.81;
100442;2009;1004;credit card; 2024-08-16 00:17;00:17:17;Fr;-34.52;Coders Coffeehouse;;-542.57;
100441;2009;1004;credit card; 2024-08-15 19:57;19:57:40;Do;-1.43;goggle play in app purchase;;-508.05;
100440;2009;1004;credit card; 2024-08-14 13:27;13:27:57;Mi;-41.09;ARMAZONE prime order;;-506.62;
100439;2009;1004;credit card; 2024-08-13 03:53;20:45:47;Di;-20.52;snack'n'Coffee;;-465.54;
100438;2009;1004;credit card; 2024-08-13 00:53;08:29:23;Di;-37.57;cinema xtraMovie;;-445.02;
100437;2009;1004;credit card; 2024-08-12 21:53;21:53:12;Mo;-69.00;Restaurant hungry;;-407.45;
100436;2009;1004;credit card; 2024-08-09 21:10;21:10:11;Fr;-35.30;Night club MiCasa;;-338.45;
100435;2009;1004;credit card; 2024-08-08 15:07;15:07:26;Do;-19.14;Fast n Foodious;;-303.15;
100434;2009;1004;credit card; 2024-08-07 10:21;10:21:59;Mi;-69.91;How I met your schnitzel;;-284.01;
100433;2009;1004;credit card; 2024-08-05 20:20;20:20:03;Mo;-54.99;Night club MiCasa;;-214.11;
100432;2009;1004;credit card; 2024-08-01 16:42;03:14:07;Do;-60.88;cinema xtraMovie;;-159.11;
100431;2009;1004;credit card; 2024-08-01 13:42;01:05:00;Do;-57.80;Restaurant Two and a half burgers;;-98.23;
100430;2009;1004;credit card; 2024-08-01 10:42;23:34:12;Do;-15.42;goggle play in app purchase;;-40.43;
100429;2009;1004;credit card; 2024-08-01 07:42;07:42:06;Do;-25.01;Coders Coffeehouse;;-25.01;
100428;2009;1004;credit card; 2024-07-30 18:42;18:42:18;Di;262.70;MONTHLY BALANCING;;0;
100427;2009;1004;credit card; 2024-07-26 01:50;01:50:35;Fr;-10.97;goggle play in app purchase;;-262.7;
100426;2009;1004;credit card; 2024-07-24 12:56;22:03:18;Mi;-48.16;supermarket depitpayment;;-251.73;
100425;2009;1004;credit card; 2024-07-24 09:56;14:06:13;Mi;-10.43;snack'n'Coffee;;-203.57;
100424;2009;1004;credit card; 2024-07-24 06:56;05:23:51;Mi;-64.24;house of the golden Burger;;-193.13;
100423;2009;1004;credit card; 2024-07-24 03:56;14:50:06;Mi;-9.66;snack'n'Coffee;;-128.89;
100422;2009;1004;credit card; 2024-07-24 00:56;00:56:14;Mi;-20.67;Coders Coffeehouse;;-119.23;
100421;2009;1004;credit card; 2024-07-23 05:23;05:23:57;Di;-12.30;goggle play in app purchase;;-98.56;
100420;2009;1004;credit card; 2024-07-22 10:26;10:26:29;Mo;-18.44;ALDii market;;-86.26;
100419;2009;1004;credit card; 2024-07-16 17:21;17:21:58;Di;-67.83;supermarket depitpayment;;-67.83;
100418;2009;1004;credit card; 2024-07-15 15:10;15:10:18;Mo;353.51;MONTHLY BALANCING;;0;
100417;2009;1004;credit card; 2024-07-12 10:47;10:45:48;Fr;-4.73;snack'n'Coffee;;-353.51;
100416;2009;1004;credit card; 2024-07-12 07:47;18:27:52;Fr;-18.37;goggle play in app purchase;;-348.78;
100415;2009;1004;credit card; 2024-07-12 04:47;21:59:07;Fr;-2.67;snack'n'Coffee;;-330.4;
100414;2009;1004;credit card; 2024-07-12 01:47;06:15:57;Fr;-21.83;Papeterie pencil shop;;-327.73;
100413;2009;1004;credit card; 2024-07-11 22:47;22:47:36;Do;-41.37;ARMAZONE prime order;;-305.9;
100412;2009;1004;credit card; 2024-07-10 17:48;17:48:48;Mi;-60.17;ARMAZONE prime order;;-264.53;
100411;2009;1004;credit card; 2024-07-09 01:24;10:33:55;Di;-28.39;snack'n'Coffee;;-204.36;
100410;2009;1004;credit card; 2024-07-08 22:24;22:24:45;Mo;-119.53;supermarket depitpayment;;-175.97;
100409;2009;1004;credit card; 2024-07-05 00:00;;Fr;;;;-56.44;
100485;2010;1004;savings account; 2024-09-05 12:00;12:00:00;Do;300.00;savings plan;;5200;
100484;2010;1004;savings account; 2024-08-05 12:00;12:00:00;Mo;300.00;savings plan;;4900;
100483;2010;1004;savings account; 2024-07-05 12:00;12:00:00;Fr;300.00;savings plan;;4600;
100312;2011;1005;current account; 2024-09-16 05:07;05:07:27;Mo;43.18;tax return;DE99 4782 171 2214 1447 99;2776.64;
100311;2011;1005;current account; 2024-09-13 05:41;05:41:48;Fr;-45.99;LIDDL lohnt sich supermarket;DE99 5260 6209 3188 787 99;2733.46;
100310;2011;1005;current account; 2024-09-12 12:43;12:43:27;Do;24.08;For the kebab yesterday;DE99 8471 670 4981 5571 99;2779.45;
100309;2011;1005;current account; 2024-09-11 14:14;14:14:39;Mi;-1200.00;monthly rent;DE99 3550 1965 9833 3329 99;2755.37;
100308;2011;1005;current account; 2024-09-10 08:15;07:55:44;Di;86.92;MyPart of the Rent;DE99 2529 2477 9519 6128 99;3955.37;
100307;2011;1005;current account; 2024-09-10 05:15;22:52:45;Di;-278.21;house of the golden Burger;DE99 2209 1218 420 4799 99;3868.44;
100306;2011;1005;current account; 2024-09-10 02:15;06:22:14;Di;220.12;ticket reimbursement;DE99 6125 7729 3964 5237 99;4146.66;
100305;2011;1005;current account; 2024-09-09 23:15;11:20:36;Mo;-493.58;Electronics Media Market;DE99 3780 344 1668 2372 99;3926.54;
100304;2011;1005;current account; 2024-09-09 20:15;02:04:27;Mo;-301.58;ARMAZONE prime order;DE99 8246 6018 3205 4765 99;4420.12;
100303;2011;1005;current account; 2024-09-09 17:15;13:10:08;Mo;-111.95;ARMAZONE prime order;DE99 5850 5710 5813 3147 99;4721.7;
100302;2011;1005;current account; 2024-09-09 14:15;14:15:17;Mo;-290.36;ARMAZONE prime order;DE99 9492 3775 7353 8847 99;4833.64;
100301;2011;1005;current account; 2024-09-06 19:00;19:00:38;Fr;100.37;MyPart of the Rent;DE99 4078 4437 8971 3388 99;5124.01;
100300;2011;1005;current account; 2024-09-05 18:23;18:23:34;Do;-31.29;goggle play in app purchase;DE99 2107 7884 8164 8086 99;5023.64;
100299;2011;1005;current account; 2024-09-04 02:48;02:48:56;Mi;77.03;moneyCollector: your friends reached your goal;DE99 9688 1309 6901 2267 99;5054.93;
100298;2011;1005;current account; 2024-09-02 16:27;16:27:59;Mo;-128.67;supermarket depitpayment;DE99 3300 1912 758 1494 99;4977.89;
100297;2011;1005;current account; 2024-08-29 01:43;22:04:01;Do;-261.13;LIDDL lohnt sich supermarket;DE99 6400 7240 1861 1197 99;5106.56;
100296;2011;1005;current account; 2024-08-28 22:43;14:43:23;Mi;-458.28;Apples Stores say thank you;DE99 6330 6725 3175 5296 99;5367.7;
100295;2011;1005;current account; 2024-08-28 19:43;14:59:44;Mi;34.89;TaxiMoney - thanks;DE99 2410 9431 1367 1662 99;5825.97;
100294;2011;1005;current account; 2024-08-28 16:43;16:43:50;Mi;-366.00;DIY store;DE99 7072 1421 8584 7338 99;5791.09;
100293;2011;1005;current account; 2024-08-26 10:13;10:13:20;Mo;1956.22;salary coolCompany;DE99 214 5164 5312 6960 99;6157.09;
100292;2011;1005;current account; 2024-08-22 15:47;15:47:45;Do;-296.42;supermarket depitpayment;DE99 8005 2300 8439 4650 99;4200.87;
100291;2011;1005;current account; 2024-08-20 23:57;23:57:06;Di;-452.26;MONTHLY BALANCING CREDIT CARD;;4497.28;
100290;2011;1005;current account; 2024-08-16 06:33;06:33:10;Fr;-2.53;goggle play in app purchase;DE99 379 9375 3282 3743 99;4949.55;
100289;2011;1005;current account; 2024-08-14 03:00;03:00:43;Mi;-1200.00;monthly rent;DE99 6703 9120 3471 7415 99;4952.08;
100288;2011;1005;current account; 2024-08-13 19:01;19:01:22;Di;-127.33;cinema xtraMovie;DE99 1152 8218 2130 13 99;6152.08;
100287;2011;1005;current account; 2024-08-12 23:46;23:46:31;Mo;-84.44;house of the golden Burger;DE99 9716 1953 8476 334 99;6279.4;
100286;2011;1005;current account; 2024-08-09 01:22;04:14:32;Fr;-245.34;ARMAZONE prime order;DE99 5817 4874 421 8030 99;6363.84;
100285;2011;1005;current account; 2024-08-08 22:22;13:44:28;Do;-224.14;house of the golden Burger;DE99 6572 6460 1221 9240 99;6609.18;
100284;2011;1005;current account; 2024-08-08 19:22;19:22:12;Do;-210.16;Night club MiCasa;DE99 1977 6666 1100 2053 99;6833.32;
100283;2011;1005;current account; 2024-08-07 22:14;22:14:31;Mi;-282.19;Restaurant Two and a half burgers;DE99 6769 3107 8365 1462 99;7043.48;
100282;2011;1005;current account; 2024-08-06 00:55;00:55:33;Di;64.84;ticket reimbursement;DE99 8494 9758 2954 7073 99;7325.67;
100281;2011;1005;current account; 2024-08-05 22:02;22:02:48;Mo;57.72;ticket reimbursement;DE99 6492 2819 4752 4854 99;7260.83;
100280;2011;1005;current account; 2024-08-02 20:20;04:26:19;Fr;-270.00;supermarket depitpayment;DE99 9916 9719 6357 4901 99;7203.11;
100279;2011;1005;current account; 2024-08-02 17:20;12:46:10;Fr;-132.20;ARMAZONE prime order;DE99 4409 3762 565 5118 99;7473.12;
